T|23.07.2009 15:00:40:609 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:609 |     |243   |(94)|Telegram iGGANZ(18, -4165) received
T|23.07.2009 15:00:40:609 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:609 |     |243   |(94)|Telegram iGGANZ(19, 11792) received
T|23.07.2009 15:00:40:609 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:609 |     |243   |(94)|Telegram iGGANZ(105, 0) received
T|23.07.2009 15:00:40:625 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:625 |     |243   |(94)|Telegram iGGANZ(108, 0) received
T|23.07.2009 15:00:40:640 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:40:640 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:40:640 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:640 |     |243   |(94)|Telegram iGGANZ(2, 3036) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(3, 0) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(4, 4565) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(109, 0) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(12, 0) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(13, 0) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(10, 5281) received
T|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:656 |     |243   |(94)|Telegram iGGANZ(107, 0) received
T|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram iGGANZ(18, -4165) received
T|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram iGGANZ(19, 11792) received
T|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram iGGANZ(17, 900) received
T|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:687 |     |243   |(94)|Telegram iGGANZ(105, 0) received
I|23.07.2009 15:00:40:703 |     |240   |(1bc)|aServInit APID = F0
T|23.07.2009 15:00:40:703 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:40:703 |     |243   |(94)|Telegram iGGANZ(28, 49) received
T|23.07.2009 15:00:40:734 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:40:734 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:40:796 |     |243   |(94)|Telegram ID 10F10 received
I|23.07.2009 15:00:40:796 |     |243   |(94)|Telegram iPASSWORT processed
T|23.07.2009 15:00:40:796 |     |243   |(94)|Telegram ID 10BCA received
I|23.07.2009 15:00:40:796 |     |240   |(94)|iServInit F0, 5
I|23.07.2009 15:00:40:796 |     |240   |(94)|aServInit APID = F0
I|23.07.2009 15:00:40:812 |     |243   |(94)|Telegram iSERVINIT processed
T|23.07.2009 15:00:40:812 |     |243   |(94)|Telegram ID 10BCA received
I|23.07.2009 15:00:40:812 |     |240   |(94)|iServInit F0, 18
I|23.07.2009 15:00:40:812 |     |240   |(94)|aServInit APID = F0
I|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram iSERVINIT processed
T|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram ID A0 received
I|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram iERWALLGANZ processed
T|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:40:828 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram ID A0 received
I|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram iERWALLGANZ processed
T|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram ID 2C9 received
I|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram iSTATUSGENAUFN processed
T|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram ID AD received
I|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram iDFPANZ_2 processed
T|23.07.2009 15:00:40:843 |     |243   |(94)|Telegram ID 10BCA received
I|23.07.2009 15:00:40:843 |     |240   |(94)|iServInit F0, 6
I|23.07.2009 15:00:40:843 |     |240   |(94)|aServInit APID = F0
I|23.07.2009 15:00:40:859 |     |243   |(94)|Telegram iSERVINIT processed
T|23.07.2009 15:00:40:875 |     |243   |(94)|Telegram ID 10BCA received
I|23.07.2009 15:00:40:875 |     |240   |(94)|iServInit F0, 19
I|23.07.2009 15:00:40:875 |     |240   |(94)|aServInit APID = F0
I|23.07.2009 15:00:40:890 |     |243   |(94)|Telegram iSERVINIT processed
T|23.07.2009 15:00:40:890 |     |243   |(94)|Telegram ID 10BCA received
I|23.07.2009 15:00:40:890 |     |240   |(94)|iServInit F0, 7
I|23.07.2009 15:00:40:890 |     |240   |(94)|aServInit APID = F0
I|23.07.2009 15:00:40:906 |     |243   |(94)|Telegram iSERVINIT processed
T|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram ID A1 received
T|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram ID 272 received
I|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram sDFRFOBVA(0) processed
T|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram ID 265 received
T|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram ID 273 received
I|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram sDFRFOTA(0) processed
T|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram ID 80 received
I|23.07.2009 15:00:40:937 |     |243   |(94)|Telegram iBVFSANZ processed
T|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram ID 8D received
I|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram iORGANANZ processed
T|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram ID 324 received
I|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram iFFANZ(0) processed
T|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram ID 7D received
I|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram iROEANZ processed
T|23.07.2009 15:00:40:953 |     |243   |(94)|Telegram ID 7B received
I|23.07.2009 15:00:40:968 |     |243   |(94)|Telegram iDLANZ processed
T|23.07.2009 15:00:40:968 |     |243   |(94)|Telegram ID AD received
I|23.07.2009 15:00:40:968 |     |243   |(94)|Telegram iDFPANZ_2 processed
T|23.07.2009 15:00:41:000 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:41:000 |     |243   |(94)|Telegram iGGANZ(90, 3) received
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 2299 received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram SH_LIST processed
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram iGGANZ(91, 5) received
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 2299 received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram SH_LIST processed
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 8E received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram iGENANZ processed
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram iGGANZ(92, 0) received
T|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram ID 2299 received
I|23.07.2009 15:00:41:015 |     |243   |(94)|Telegram SH_LIST processed
T|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram iGGANZ(98, 3) received
T|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram ID 2B9 received
I|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram iDOSEREQUESTED processed
T|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram iGGANZ(28, 49) received
T|23.07.2009 15:00:41:046 |     |243   |(94)|Telegram ID 92 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iSPANZ processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B9 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDOSEREQUESTED processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B5 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iFILTERANZ processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 78 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iGGANZ(98, 3) received
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 10019 received
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B9 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDOSEREQUESTED processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B5 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iFILTERANZ processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 333 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iRASTERANZ processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B5 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iFILTERANZ processed
T|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:41:390 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
I|23.07.2009 15:00:41:843 |     |240   |(1bc)|aServInit APID = F0
T|23.07.2009 15:00:41:859 |     |243   |(94)|Telegram ID 10BCA received
I|23.07.2009 15:00:41:859 |     |240   |(94)|iServInit F0, 54
I|23.07.2009 15:00:41:875 |     |243   |(94)|Telegram iSERVINIT processed
T|23.07.2009 15:00:42:140 |     |243   |(94)|Telegram ID 25D received
I|23.07.2009 15:00:42:140 |     |240   |(94)|Telegram iANLBEREIT(19, 19) received
T|23.07.2009 15:00:42:140 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:42:140 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:42:140 |     |243   |(94)|Telegram ID 23 received
I|23.07.2009 15:00:42:140 |     |243   |(94)|Telegram iFEHLERANZ2 processed
E|23.07.2009 15:00:42:140 |00328|017   |(1bc)|017; XCU Err 328 / 17: Confirm error; only limited movements
T|23.07.2009 15:00:42:234 |     |243   |(94)|Telegram ID 25D received
I|23.07.2009 15:00:42:234 |     |240   |(94)|Telegram iANLBEREIT(5, 5) received
T|23.07.2009 15:00:42:234 |     |243   |(94)|Telegram ID 2B6 received
I|23.07.2009 15:00:42:234 |     |243   |(94)|Telegram iDFRALLGANZ2 processed
T|23.07.2009 15:00:42:250 |     |243   |(94)|Telegram ID 95 received
I|23.07.2009 15:00:42:250 |     |243   |(94)|Telegram sFANZLOESCHEN processed
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
E|23.07.2009 15:00:44:203 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN Backlog
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00445|017   |(94)|017; : #445, ApId 17 09/07/23 15:00:42.0, Collision unit changed, (00445)Col Backlog
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00417|017   |(94)|017; : #417, ApId 17 09/07/23 15:00:42.0, Collision control deactivated, (00417)|0, Backlog
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |39119|017   |(94)|017; : #39119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |39119|017   |(94)|017; : #39119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |39110|017   |(94)|017; : #39110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:203 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:203 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |39110|017   |(94)|017; : #39110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |42110|017   |(94)|017; : #42110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |42110|017   |(94)|017; : #42110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |43119|017   |(94)|017; : #43119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |43119|017   |(94)|017; : #43119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:218 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:218 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |43110|017   |(94)|017; : #43110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |43110|017   |(94)|017; : #43110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |44119|017   |(94)|017; : #44119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |44119|017   |(94)|017; : #44119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |44110|017   |(94)|017; : #44110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |44110|017   |(94)|017; : #44110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |45119|017   |(94)|017; : #45119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |45119|017   |(94)|017; : #45119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |45110|017   |(94)|017; : #45110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:234 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:234 |45110|017   |(94)|017; : #45110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:250 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:250 |46119|017   |(94)|017; : #46119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:250 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:250 |46119|017   |(94)|017; : #46119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:250 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:250 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:250 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:250 |46110|017   |(94)|017; : #46110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:296 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:296 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:296 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:296 |46110|017   |(94)|017; : #46110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |41119|017   |(94)|017; : #41119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |41119|017   |(94)|017; : #41119, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |41110|017   |(94)|017; : #41110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:43.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |41110|017   |(94)|017; : #41110, ApId 17 09/07/23 15:00:43.0, Reduced stand/table speed, (01110)Axl BackRst
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |00445|017   |(94)|017; : #445, ApId 17 09/07/23 15:00:43.0, Collision unit changed, (00445)|0, BackRst
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |00334|017   |(94)|017; : #334, ApId 17 09/07/23 15:00:43.0, Loss of position values, (00303)Los BackRst
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |00040|240   |(94)|240; : #40, ApId 240 09/07/23 15:00:43.0, ---- XCU boot completed ----, VB12A_010 Backlog
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
E|23.07.2009 15:00:44:312 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN Backlog
T|23.07.2009 15:00:44:312 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:312 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00445|017   |(94)|017; : #445, ApId 17 09/07/23 15:00:42.0, Collision unit changed, (00445)Col Backlog
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00417|017   |(94)|017; : #417, ApId 17 09/07/23 15:00:42.0, Collision control deactivated, (00417)|0, Backlog
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00328|017   |(94)|017; : #328, ApId 17 09/07/23 15:00:42.0, Communication error with CAN node, (00302)CAN BackRst
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |39119|017   |(94)|017; : #39119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl Backlog
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |39119|017   |(94)|017; : #39119, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01119)Axl BackRst
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl Backlog
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |39110|017   |(94)|017; : #39110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl Backlog
T|23.07.2009 15:00:44:328 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:328 |00050|017   |(94)|017; : #50, ApId 17 09/07/23 15:00:42.0, Position error detected, (00050)axl BackRst
T|23.07.2009 15:00:44:343 |     |243   |(94)|Telegram ID 102B8 received
W|23.07.2009 15:00:44:343 |39110|017   |(94)|017; : #39110, ApId 17 09/07/23 15:00:42.0, Reduced stand/table speed, (01110)Axl BackRst
